,Metabolites,Concentration,Group
6894,X3.Hydroxyisovalerate,11,3
6895,X3.Indoxylsulfate,15,3
6896,X3.Indoxylsulfate,16,3
6897,X3.Indoxylsulfate,17,3
6898,X3.Indoxylsulfate,18,3
6899,X3.Indoxylsulfate,19,3
6900,X3.Methyl.2.oxovalerate,5,3
6901,X3.Methyl.2.oxovalerate,6,3
6902,X3.Methyl.2.oxovalerate,7,3
6903,X4.Hydroxyphenylacetate,23,3
6904,X4.Hydroxyphenylacetate,24,3
6905,X4.Hydroxyphenylacetate,25,3
6906,X4.Hydroxyphenylacetate,26,3
6907,X4.Hydroxyphenylacetate,27,3
6908,Acetate,61,3
6909,Acetate,62,3
6910,Acetate,63,3
6911,Acetate,64,3
6912,Acetate,65,3
6913,Acetate,66,3
6914,Acetate,67,3
6915,Acetate,68,3
6916,Acetate,69,3
6917,Acetate,70,3
6918,Acetate,71,3
6919,Acetate,72,3
6920,Acetate,73,3
6921,Acetate,74,3
6922,Acetate,75,3
6923,Acetone,5,3
6924,Acetone,6,3
6925,Acetone,7,3
6926,Alanine,68,3
6927,Alanine,69,3
6928,Alanine,70,3
6929,Alanine,71,3
6930,Alanine,72,3
6931,Alanine,73,3
6932,Alanine,74,3
6933,Alanine,75,3
6934,Alanine,76,3
6935,Alanine,77,3
6936,Alanine,78,3
6937,Alanine,79,3
6938,Alanine,80,3
6939,Alanine,81,3
6940,Alanine,82,3
6941,Alanine,83,3
6942,Alanine,84,3
6943,Allantoin,765,3
6944,Allantoin,766,3
6945,Allantoin,767,3
6946,Allantoin,768,3
6947,Allantoin,769,3
6948,Allantoin,770,3
6949,Allantoin,771,3
6950,Allantoin,772,3
6951,Allantoin,773,3
6952,Allantoin,774,3
6953,Allantoin,775,3
6954,Allantoin,776,3
6955,Allantoin,777,3
6956,Allantoin,778,3
6957,Allantoin,779,3
6958,Allantoin,780,3
6959,Allantoin,781,3
6960,Allantoin,782,3
6961,Allantoin,783,3
6962,Allantoin,784,3
6963,Allantoin,785,3
6964,Allantoin,786,3
6965,Allantoin,787,3
6966,Allantoin,788,3
6967,Allantoin,789,3
6968,Allantoin,790,3
6969,Allantoin,791,3
6970,Allantoin,792,3
6971,Allantoin,793,3
6972,Allantoin,794,3
6973,Allantoin,795,3
6974,Allantoin,796,3
6975,Allantoin,797,3
6976,Allantoin,798,3
6977,Allantoin,799,3
6978,Allantoin,800,3
6979,Allantoin,801,3
6980,Allantoin,802,3
6981,Allantoin,803,3
6982,Allantoin,804,3
6983,Allantoin,805,3
6984,Allantoin,806,3
6985,Allantoin,807,3
6986,Allantoin,808,3
6987,Allantoin,809,3
6988,Allantoin,810,3
6989,Allantoin,811,3
6990,Allantoin,812,3
6991,Allantoin,813,3
6992,Allantoin,814,3
6993,Allantoin,815,3
6994,Allantoin,816,3
6995,Allantoin,817,3
6996,Allantoin,818,3
6997,Allantoin,819,3
6998,Allantoin,820,3
6999,Allantoin,821,3
7000,Allantoin,822,3
7001,Allantoin,823,3
7002,Allantoin,824,3
7003,Allantoin,825,3
7004,Allantoin,826,3
7005,Allantoin,827,3
7006,Allantoin,828,3
7007,Allantoin,829,3
7008,Allantoin,830,3
7009,Allantoin,831,3
7010,Allantoin,832,3
7011,Allantoin,833,3
7012,Allantoin,834,3
7013,Allantoin,835,3
7014,Allantoin,836,3
7015,Allantoin,837,3
7016,Allantoin,838,3
7017,Allantoin,839,3
7018,Allantoin,840,3
7019,Allantoin,841,3
7020,Allantoin,842,3
7021,Allantoin,843,3
7022,Allantoin,844,3
7023,Allantoin,845,3
7024,Allantoin,846,3
7025,Allantoin,847,3
7026,Allantoin,848,3
7027,Allantoin,849,3
7028,Allantoin,850,3
7029,Allantoin,851,3
7030,Allantoin,852,3
7031,Allantoin,853,3
7032,Allantoin,854,3
7033,Allantoin,855,3
7034,Allantoin,856,3
7035,Allantoin,857,3
7036,Allantoin,858,3
7037,Allantoin,859,3
7038,Allantoin,860,3
7039,Allantoin,861,3
7040,Allantoin,862,3
7041,Allantoin,863,3
7042,Allantoin,864,3
7043,Allantoin,865,3
7044,Allantoin,866,3
7045,Allantoin,867,3
7046,Allantoin,868,3
7047,Allantoin,869,3
7048,Allantoin,870,3
7049,Allantoin,871,3
7050,Allantoin,872,3
7051,Allantoin,873,3
7052,Allantoin,874,3
7053,Allantoin,875,3
7054,Allantoin,876,3
7055,Allantoin,877,3
7056,Allantoin,878,3
7057,Allantoin,879,3
7058,Allantoin,880,3
7059,Allantoin,881,3
7060,Allantoin,882,3
7061,Allantoin,883,3
7062,Allantoin,884,3
7063,Allantoin,885,3
7064,Allantoin,886,3
7065,Allantoin,887,3
7066,Allantoin,888,3
7067,Allantoin,889,3
7068,Allantoin,890,3
7069,Allantoin,891,3
7070,Allantoin,892,3
7071,Allantoin,893,3
7072,Allantoin,894,3
7073,Allantoin,895,3
7074,Allantoin,896,3
7075,Allantoin,897,3
7076,Allantoin,898,3
7077,Allantoin,899,3
7078,Allantoin,900,3
7079,Allantoin,901,3
7080,Allantoin,902,3
7081,Allantoin,903,3
7082,Allantoin,904,3
7083,Allantoin,905,3
7084,Allantoin,906,3
7085,Allantoin,907,3
7086,Allantoin,908,3
7087,Allantoin,909,3
7088,Allantoin,910,3
7089,Allantoin,911,3
7090,Allantoin,912,3
7091,Allantoin,913,3
7092,Allantoin,914,3
7093,Allantoin,915,3
7094,Allantoin,916,3
7095,Allantoin,917,3
7096,Allantoin,918,3
7097,Allantoin,919,3
7098,Allantoin,920,3
7099,Allantoin,921,3
7100,Allantoin,922,3
7101,Allantoin,923,3
7102,Allantoin,924,3
7103,Allantoin,925,3
7104,Allantoin,926,3
7105,Allantoin,927,3
7106,Allantoin,928,3
7107,Allantoin,929,3
7108,Allantoin,930,3
7109,Allantoin,931,3
7110,Allantoin,932,3
7111,Allantoin,933,3
7112,Allantoin,934,3
7113,Allantoin,935,3
7114,Betaine,36,3
7115,Betaine,37,3
7116,Betaine,38,3
7117,Betaine,39,3
7118,Betaine,40,3
7119,Betaine,41,3
7120,Betaine,42,3
7121,Betaine,43,3
7122,Betaine,44,3
7123,Carnitine,69,3
7124,Carnitine,70,3
7125,Carnitine,71,3
7126,Carnitine,72,3
7127,Carnitine,73,3
7128,Carnitine,74,3
7129,Carnitine,75,3
7130,Carnitine,76,3
7131,Carnitine,77,3
7132,Carnitine,78,3
7133,Carnitine,79,3
7134,Carnitine,80,3
7135,Carnitine,81,3
7136,Carnitine,82,3
7137,Carnitine,83,3
7138,Carnitine,84,3
7139,Carnitine,85,3
7140,Choline,12,3
7141,Choline,13,3
7142,Choline,14,3
7143,Creatine,22,3
7144,Creatine,23,3
7145,Creatine,24,3
7146,Creatine,25,3
7147,Creatine,26,3
7148,Dimethylamine,23,3
7149,Dimethylamine,24,3
7150,Dimethylamine,25,3
7151,Dimethylamine,26,3
7152,Dimethylamine,27,3
7153,Dimethylamine,28,3
7154,Dimethylamine,29,3
7155,Formate,16,3
7156,Formate,17,3
7157,Formate,18,3
7158,Formate,19,3
7159,Formate,20,3
7160,Glucose,190,3
7161,Glucose,191,3
7162,Glucose,192,3
7163,Glucose,193,3
7164,Glucose,194,3
7165,Glucose,195,3
7166,Glucose,196,3
7167,Glucose,197,3
7168,Glucose,198,3
7169,Glucose,199,3
7170,Glucose,200,3
7171,Glucose,201,3
7172,Glucose,202,3
7173,Glucose,203,3
7174,Glucose,204,3
7175,Glucose,205,3
7176,Glucose,206,3
7177,Glucose,207,3
7178,Glucose,208,3
7179,Glucose,209,3
7180,Glucose,210,3
7181,Glucose,211,3
7182,Glucose,212,3
7183,Glucose,213,3
7184,Glucose,214,3
7185,Glucose,215,3
7186,Glucose,216,3
7187,Glucose,217,3
7188,Glucose,218,3
7189,Glucose,219,3
7190,Glucose,220,3
7191,Glucose,221,3
7192,Glucose,222,3
7193,Glucose,223,3
7194,Glucose,224,3
7195,Glucose,225,3
7196,Glucose,226,3
7197,Glucose,227,3
7198,Glucose,228,3
7199,Glucose,229,3
7200,Glucose,230,3
7201,Glucose,231,3
7202,Glucose,232,3
7203,Glycerol,30,3
7204,Glycerol,31,3
7205,Glycerol,32,3
7206,Glycerol,33,3
7207,Glycerol,34,3
7208,Glycerol,35,3
7209,Glycerol,36,3
7210,Glycine,43,3
7211,Glycine,44,3
7212,Glycine,45,3
7213,Glycine,46,3
7214,Glycine,47,3
7215,Glycine,48,3
7216,Glycine,49,3
7217,Glycine,50,3
7218,Glycine,51,3
7219,Glycine,52,3
7220,Glycine,53,3
7221,Guanidoacetate,40,3
7222,Guanidoacetate,41,3
7223,Guanidoacetate,42,3
7224,Guanidoacetate,43,3
7225,Guanidoacetate,44,3
7226,Guanidoacetate,45,3
7227,Guanidoacetate,46,3
7228,Guanidoacetate,47,3
7229,Guanidoacetate,48,3
7230,Hippurate,18,3
7231,Hippurate,19,3
7232,Hippurate,20,3
7233,Hippurate,21,3
7234,Hippurate,22,3
7235,Histidine,13,3
7236,Histidine,14,3
7237,Histidine,15,3
7238,Histidine,16,3
7239,Histidine,17,3
7240,Isoleucine,2,3
7241,Isopropanol,29,3
7242,Isopropanol,30,3
7243,Isopropanol,31,3
7244,Isopropanol,32,3
7245,Isopropanol,33,3
7246,Isopropanol,34,3
7247,Isopropanol,35,3
7248,Kynurenate,81,3
7249,Kynurenate,82,3
7250,Kynurenate,83,3
7251,Kynurenate,84,3
7252,Kynurenate,85,3
7253,Kynurenate,86,3
7254,Kynurenate,87,3
7255,Kynurenate,88,3
7256,Kynurenate,89,3
7257,Kynurenate,90,3
7258,Kynurenate,91,3
7259,Kynurenate,92,3
7260,Kynurenate,93,3
7261,Kynurenate,94,3
7262,Kynurenate,95,3
7263,Kynurenate,96,3
7264,Kynurenate,97,3
7265,Kynurenate,98,3
7266,Kynurenate,99,3
7267,Lactate,927,3
7268,Lactate,928,3
7269,Lactate,929,3
7270,Lactate,930,3
7271,Lactate,931,3
7272,Lactate,932,3
7273,Lactate,933,3
7274,Lactate,934,3
7275,Lactate,935,3
7276,Lactate,936,3
7277,Lactate,937,3
7278,Lactate,938,3
7279,Lactate,939,3
7280,Lactate,940,3
7281,Lactate,941,3
7282,Lactate,942,3
7283,Lactate,943,3
7284,Lactate,944,3
7285,Lactate,945,3
7286,Lactate,946,3
7287,Lactate,947,3
7288,Lactate,948,3
7289,Lactate,949,3
7290,Lactate,950,3
7291,Lactate,951,3
7292,Lactate,952,3
7293,Lactate,953,3
7294,Lactate,954,3
7295,Lactate,955,3
7296,Lactate,956,3
7297,Lactate,957,3
7298,Lactate,958,3
7299,Lactate,959,3
7300,Lactate,960,3
7301,Lactate,961,3
7302,Lactate,962,3
7303,Lactate,963,3
7304,Lactate,964,3
7305,Lactate,965,3
7306,Lactate,966,3
7307,Lactate,967,3
7308,Lactate,968,3
7309,Lactate,969,3
7310,Lactate,970,3
7311,Lactate,971,3
7312,Lactate,972,3
7313,Lactate,973,3
7314,Lactate,974,3
7315,Lactate,975,3
7316,Lactate,976,3
7317,Lactate,977,3
7318,Lactate,978,3
7319,Lactate,979,3
7320,Lactate,980,3
7321,Lactate,981,3
7322,Lactate,982,3
7323,Lactate,983,3
7324,Lactate,984,3
7325,Lactate,985,3
7326,Lactate,986,3
7327,Lactate,987,3
7328,Lactate,988,3
7329,Lactate,989,3
7330,Lactate,990,3
7331,Lactate,991,3
7332,Lactate,992,3
7333,Lactate,993,3
7334,Lactate,994,3
7335,Lactate,995,3
7336,Lactate,996,3
7337,Lactate,997,3
7338,Lactate,998,3
7339,Lactate,999,3
7340,Lactate,1000,3
7341,Lactate,1001,3
7342,Lactate,1002,3
7343,Lactate,1003,3
7344,Lactate,1004,3
7345,Lactate,1005,3
7346,Lactate,1006,3
7347,Lactate,1007,3
7348,Lactate,1008,3
7349,Lactate,1009,3
7350,Lactate,1010,3
7351,Lactate,1011,3
7352,Lactate,1012,3
7353,Lactate,1013,3
7354,Lactate,1014,3
7355,Lactate,1015,3
7356,Lactate,1016,3
7357,Lactate,1017,3
7358,Lactate,1018,3
7359,Lactate,1019,3
7360,Lactate,1020,3
7361,Lactate,1021,3
7362,Lactate,1022,3
7363,Lactate,1023,3
7364,Lactate,1024,3
7365,Lactate,1025,3
7366,Lactate,1026,3
7367,Lactate,1027,3
7368,Lactate,1028,3
7369,Lactate,1029,3
7370,Lactate,1030,3
7371,Lactate,1031,3
7372,Lactate,1032,3
7373,Lactate,1033,3
7374,Lactate,1034,3
7375,Lactate,1035,3
7376,Lactate,1036,3
7377,Lactate,1037,3
7378,Lactate,1038,3
7379,Lactate,1039,3
7380,Lactate,1040,3
7381,Lactate,1041,3
7382,Lactate,1042,3
7383,Lactate,1043,3
7384,Lactate,1044,3
7385,Lactate,1045,3
7386,Lactate,1046,3
7387,Lactate,1047,3
7388,Lactate,1048,3
7389,Lactate,1049,3
7390,Lactate,1050,3
7391,Lactate,1051,3
7392,Lactate,1052,3
7393,Lactate,1053,3
7394,Lactate,1054,3
7395,Lactate,1055,3
7396,Lactate,1056,3
7397,Lactate,1057,3
7398,Lactate,1058,3
7399,Lactate,1059,3
7400,Lactate,1060,3
7401,Lactate,1061,3
7402,Lactate,1062,3
7403,Lactate,1063,3
7404,Lactate,1064,3
7405,Lactate,1065,3
7406,Lactate,1066,3
7407,Lactate,1067,3
7408,Lactate,1068,3
7409,Lactate,1069,3
7410,Lactate,1070,3
7411,Lactate,1071,3
7412,Lactate,1072,3
7413,Lactate,1073,3
7414,Lactate,1074,3
7415,Lactate,1075,3
7416,Lactate,1076,3
7417,Lactate,1077,3
7418,Lactate,1078,3
7419,Lactate,1079,3
7420,Lactate,1080,3
7421,Lactate,1081,3
7422,Lactate,1082,3
7423,Lactate,1083,3
7424,Lactate,1084,3
7425,Lactate,1085,3
7426,Lactate,1086,3
7427,Lactate,1087,3
7428,Lactate,1088,3
7429,Lactate,1089,3
7430,Lactate,1090,3
7431,Lactate,1091,3
7432,Lactate,1092,3
7433,Lactate,1093,3
7434,Lactate,1094,3
7435,Lactate,1095,3
7436,Lactate,1096,3
7437,Lactate,1097,3
7438,Lactate,1098,3
7439,Lactate,1099,3
7440,Lactate,1100,3
7441,Lactate,1101,3
7442,Lactate,1102,3
7443,Lactate,1103,3
7444,Lactate,1104,3
7445,Lactate,1105,3
7446,Lactate,1106,3
7447,Lactate,1107,3
7448,Lactate,1108,3
7449,Lactate,1109,3
7450,Lactate,1110,3
7451,Lactate,1111,3
7452,Lactate,1112,3
7453,Lactate,1113,3
7454,Lactate,1114,3
7455,Lactate,1115,3
7456,Lactate,1116,3
7457,Lactate,1117,3
7458,Lactate,1118,3
7459,Lactate,1119,3
7460,Lactate,1120,3
7461,Lactate,1121,3
7462,Lactate,1122,3
7463,Lactate,1123,3
7464,Lactate,1124,3
7465,Lactate,1125,3
7466,Lactate,1126,3
7467,Lactate,1127,3
7468,Lactate,1128,3
7469,Lactate,1129,3
7470,Lactate,1130,3
7471,Lactate,1131,3
7472,Lactate,1132,3
7473,Lactate,1133,3
7474,Mannose,3,3
7475,Methanol,8,3
7476,Methanol,9,3
7477,Methanol,10,3
7478,Methylamine,6,3
7479,Methylamine,7,3
7480,Methylamine,8,3
7481,Methylguanidine,8,3
7482,Methylguanidine,9,3
7483,Methylguanidine,10,3
7484,N.N.Dimethylglycine,9,3
7485,N.N.Dimethylglycine,10,3
7486,N.N.Dimethylglycine,11,3
7487,N.Phenylacetylglycine,91,3
7488,N.Phenylacetylglycine,92,3
7489,N.Phenylacetylglycine,93,3
7490,N.Phenylacetylglycine,94,3
7491,N.Phenylacetylglycine,95,3
7492,N.Phenylacetylglycine,96,3
7493,N.Phenylacetylglycine,97,3
7494,N.Phenylacetylglycine,98,3
7495,N.Phenylacetylglycine,99,3
7496,N.Phenylacetylglycine,100,3
7497,N.Phenylacetylglycine,101,3
7498,N.Phenylacetylglycine,102,3
7499,N.Phenylacetylglycine,103,3
7500,N.Phenylacetylglycine,104,3
7501,N.Phenylacetylglycine,105,3
7502,N.Phenylacetylglycine,106,3
7503,N.Phenylacetylglycine,107,3
7504,N.Phenylacetylglycine,108,3
7505,N.Phenylacetylglycine,109,3
7506,N.Phenylacetylglycine,110,3
7507,N.Phenylacetylglycine,111,3
7508,O.Phosphocholine,1,3
7509,Propylene.glycol,484,3
7510,Propylene.glycol,485,3
7511,Propylene.glycol,486,3
7512,Propylene.glycol,487,3
7513,Propylene.glycol,488,3
7514,Propylene.glycol,489,3
7515,Propylene.glycol,490,3
7516,Propylene.glycol,491,3
7517,Propylene.glycol,492,3
7518,Propylene.glycol,493,3
7519,Propylene.glycol,494,3
7520,Propylene.glycol,495,3
7521,Propylene.glycol,496,3
7522,Propylene.glycol,497,3
7523,Propylene.glycol,498,3
7524,Propylene.glycol,499,3
7525,Propylene.glycol,500,3
7526,Propylene.glycol,501,3
7527,Propylene.glycol,502,3
7528,Propylene.glycol,503,3
7529,Propylene.glycol,504,3
7530,Propylene.glycol,505,3
7531,Propylene.glycol,506,3
7532,Propylene.glycol,507,3
7533,Propylene.glycol,508,3
7534,Propylene.glycol,509,3
7535,Propylene.glycol,510,3
7536,Propylene.glycol,511,3
7537,Propylene.glycol,512,3
7538,Propylene.glycol,513,3
7539,Propylene.glycol,514,3
7540,Propylene.glycol,515,3
7541,Propylene.glycol,516,3
7542,Propylene.glycol,517,3
7543,Propylene.glycol,518,3
7544,Propylene.glycol,519,3
7545,Propylene.glycol,520,3
7546,Propylene.glycol,521,3
7547,Propylene.glycol,522,3
7548,Propylene.glycol,523,3
7549,Propylene.glycol,524,3
7550,Propylene.glycol,525,3
7551,Propylene.glycol,526,3
7552,Propylene.glycol,527,3
7553,Propylene.glycol,528,3
7554,Propylene.glycol,529,3
7555,Propylene.glycol,530,3
7556,Propylene.glycol,531,3
7557,Propylene.glycol,532,3
7558,Propylene.glycol,533,3
7559,Propylene.glycol,534,3
7560,Propylene.glycol,535,3
7561,Propylene.glycol,536,3
7562,Propylene.glycol,537,3
7563,Propylene.glycol,538,3
7564,Propylene.glycol,539,3
7565,Propylene.glycol,540,3
7566,Propylene.glycol,541,3
7567,Propylene.glycol,542,3
7568,Propylene.glycol,543,3
7569,Propylene.glycol,544,3
7570,Propylene.glycol,545,3
7571,Propylene.glycol,546,3
7572,Propylene.glycol,547,3
7573,Propylene.glycol,548,3
7574,Propylene.glycol,549,3
7575,Propylene.glycol,550,3
7576,Propylene.glycol,551,3
7577,Propylene.glycol,552,3
7578,Propylene.glycol,553,3
7579,Propylene.glycol,554,3
7580,Propylene.glycol,555,3
7581,Propylene.glycol,556,3
7582,Propylene.glycol,557,3
7583,Propylene.glycol,558,3
7584,Propylene.glycol,559,3
7585,Propylene.glycol,560,3
7586,Propylene.glycol,561,3
7587,Propylene.glycol,562,3
7588,Propylene.glycol,563,3
7589,Propylene.glycol,564,3
7590,Propylene.glycol,565,3
7591,Propylene.glycol,566,3
7592,Propylene.glycol,567,3
7593,Propylene.glycol,568,3
7594,Propylene.glycol,569,3
7595,Propylene.glycol,570,3
7596,Propylene.glycol,571,3
7597,Propylene.glycol,572,3
7598,Propylene.glycol,573,3
7599,Propylene.glycol,574,3
7600,Propylene.glycol,575,3
7601,Propylene.glycol,576,3
7602,Propylene.glycol,577,3
7603,Propylene.glycol,578,3
7604,Propylene.glycol,579,3
7605,Propylene.glycol,580,3
7606,Propylene.glycol,581,3
7607,Propylene.glycol,582,3
7608,Propylene.glycol,583,3
7609,Propylene.glycol,584,3
7610,Propylene.glycol,585,3
7611,Propylene.glycol,586,3
7612,Propylene.glycol,587,3
7613,Propylene.glycol,588,3
7614,Propylene.glycol,589,3
7615,Propylene.glycol,590,3
7616,Propylene.glycol,591,3
7617,Propylene.glycol,592,3
7618,Pyruvate,29,3
7619,Pyruvate,30,3
7620,Pyruvate,31,3
7621,Pyruvate,32,3
7622,Pyruvate,33,3
7623,Pyruvate,34,3
7624,Pyruvate,35,3
7625,Succinate,5,3
7626,Succinate,6,3
7627,Succinate,7,3
7628,Taurine,589,3
7629,Taurine,590,3
7630,Taurine,591,3
7631,Taurine,592,3
7632,Taurine,593,3
7633,Taurine,594,3
7634,Taurine,595,3
7635,Taurine,596,3
7636,Taurine,597,3
7637,Taurine,598,3
7638,Taurine,599,3
7639,Taurine,600,3
7640,Taurine,601,3
7641,Taurine,602,3
7642,Taurine,603,3
7643,Taurine,604,3
7644,Taurine,605,3
7645,Taurine,606,3
7646,Taurine,607,3
7647,Taurine,608,3
7648,Taurine,609,3
7649,Taurine,610,3
7650,Taurine,611,3
7651,Taurine,612,3
7652,Taurine,613,3
7653,Taurine,614,3
7654,Taurine,615,3
7655,Taurine,616,3
7656,Taurine,617,3
7657,Taurine,618,3
7658,Taurine,619,3
7659,Taurine,620,3
7660,Taurine,621,3
7661,Taurine,622,3
7662,Taurine,623,3
7663,Taurine,624,3
7664,Taurine,625,3
7665,Taurine,626,3
7666,Taurine,627,3
7667,Taurine,628,3
7668,Taurine,629,3
7669,Taurine,630,3
7670,Taurine,631,3
7671,Taurine,632,3
7672,Taurine,633,3
7673,Taurine,634,3
7674,Taurine,635,3
7675,Taurine,636,3
7676,Taurine,637,3
7677,Taurine,638,3
7678,Taurine,639,3
7679,Taurine,640,3
7680,Taurine,641,3
7681,Taurine,642,3
7682,Taurine,643,3
7683,Taurine,644,3
7684,Taurine,645,3
7685,Taurine,646,3
7686,Taurine,647,3
7687,Taurine,648,3
7688,Taurine,649,3
7689,Taurine,650,3
7690,Taurine,651,3
7691,Taurine,652,3
7692,Taurine,653,3
7693,Taurine,654,3
7694,Taurine,655,3
7695,Taurine,656,3
7696,Taurine,657,3
7697,Taurine,658,3
7698,Taurine,659,3
7699,Taurine,660,3
7700,Taurine,661,3
7701,Taurine,662,3
7702,Taurine,663,3
7703,Taurine,664,3
7704,Taurine,665,3
7705,Taurine,666,3
7706,Taurine,667,3
7707,Taurine,668,3
7708,Taurine,669,3
7709,Taurine,670,3
7710,Taurine,671,3
7711,Taurine,672,3
7712,Taurine,673,3
7713,Taurine,674,3
7714,Taurine,675,3
7715,Taurine,676,3
7716,Taurine,677,3
7717,Taurine,678,3
7718,Taurine,679,3
7719,Taurine,680,3
7720,Taurine,681,3
7721,Taurine,682,3
7722,Taurine,683,3
7723,Taurine,684,3
7724,Taurine,685,3
7725,Taurine,686,3
7726,Taurine,687,3
7727,Taurine,688,3
7728,Taurine,689,3
7729,Taurine,690,3
7730,Taurine,691,3
7731,Taurine,692,3
7732,Taurine,693,3
7733,Taurine,694,3
7734,Taurine,695,3
7735,Taurine,696,3
7736,Taurine,697,3
7737,Taurine,698,3
7738,Taurine,699,3
7739,Taurine,700,3
7740,Taurine,701,3
7741,Taurine,702,3
7742,Taurine,703,3
7743,Taurine,704,3
7744,Taurine,705,3
7745,Taurine,706,3
7746,Taurine,707,3
7747,Taurine,708,3
7748,Taurine,709,3
7749,Taurine,710,3
7750,Taurine,711,3
7751,Taurine,712,3
7752,Taurine,713,3
7753,Taurine,714,3
7754,Taurine,715,3
7755,Taurine,716,3
7756,Taurine,717,3
7757,Taurine,718,3
7758,Taurine,719,3
7759,Taurine,720,3
7760,Taurine,721,3
7761,Threonine,10,3
7762,Threonine,11,3
7763,Threonine,12,3
7764,Trigonelline,5,3
7765,Trigonelline,6,3
7766,Trigonelline,7,3
7767,Trimethylamine,4,3
7768,Tryptophan,3,3
7769,Tyramine,16,3
7770,Tyramine,17,3
7771,Tyramine,18,3
7772,Tyramine,19,3
7773,Tyramine,20,3
7774,Urea,6171,3
7775,Urea,6172,3
7776,Urea,6173,3
7777,Urea,6174,3
7778,Urea,6175,3
7779,Urea,6176,3
7780,Urea,6177,3
7781,Urea,6178,3
7782,Urea,6179,3
7783,Urea,6180,3
7784,Urea,6181,3
7785,Urea,6182,3
7786,Urea,6183,3
7787,Urea,6184,3
7788,Urea,6185,3
7789,Urea,6186,3
7790,Urea,6187,3
7791,Urea,6188,3
7792,Urea,6189,3
7793,Urea,6190,3
7794,Urea,6191,3
7795,Urea,6192,3
7796,Urea,6193,3
7797,Urea,6194,3
7798,Urea,6195,3
7799,Urea,6196,3
7800,Urea,6197,3
7801,Urea,6198,3
7802,Urea,6199,3
7803,Urea,6200,3
7804,Urea,6201,3
7805,Urea,6202,3
7806,Urea,6203,3
7807,Urea,6204,3
7808,Urea,6205,3
7809,Urea,6206,3
7810,Urea,6207,3
7811,Urea,6208,3
7812,Urea,6209,3
7813,Urea,6210,3
7814,Urea,6211,3
7815,Urea,6212,3
7816,Urea,6213,3
7817,Urea,6214,3
7818,Urea,6215,3
7819,Urea,6216,3
7820,Urea,6217,3
7821,Urea,6218,3
7822,Urea,6219,3
7823,Urea,6220,3
7824,Urea,6221,3
7825,Urea,6222,3
7826,Urea,6223,3
7827,Urea,6224,3
7828,Urea,6225,3
7829,Urea,6226,3
7830,Urea,6227,3
7831,Urea,6228,3
7832,Urea,6229,3
7833,Urea,6230,3
7834,Urea,6231,3
7835,Urea,6232,3
7836,Urea,6233,3
7837,Urea,6234,3
7838,Urea,6235,3
7839,Urea,6236,3
7840,Urea,6237,3
7841,Urea,6238,3
7842,Urea,6239,3
7843,Urea,6240,3
7844,Urea,6241,3
7845,Urea,6242,3
7846,Urea,6243,3
7847,Urea,6244,3
7848,Urea,6245,3
7849,Urea,6246,3
7850,Urea,6247,3
7851,Urea,6248,3
7852,Urea,6249,3
7853,Urea,6250,3
7854,Urea,6251,3
7855,Urea,6252,3
7856,Urea,6253,3
7857,Urea,6254,3
7858,Urea,6255,3
7859,Urea,6256,3
7860,Urea,6257,3
7861,Urea,6258,3
7862,Urea,6259,3
7863,Urea,6260,3
7864,Urea,6261,3
7865,Urea,6262,3
7866,Urea,6263,3
7867,Urea,6264,3
7868,Urea,6265,3
7869,Urea,6266,3
7870,Urea,6267,3
7871,Urea,6268,3
7872,Urea,6269,3
7873,Urea,6270,3
7874,Urea,6271,3
7875,Urea,6272,3
7876,Urea,6273,3
7877,Urea,6274,3
7878,Urea,6275,3
7879,Urea,6276,3
7880,Urea,6277,3
7881,Urea,6278,3
7882,Urea,6279,3
7883,Urea,6280,3
7884,Urea,6281,3
7885,Urea,6282,3
7886,Urea,6283,3
7887,Urea,6284,3
7888,Urea,6285,3
7889,Urea,6286,3
7890,Urea,6287,3
7891,Urea,6288,3
7892,Urea,6289,3
7893,Urea,6290,3
7894,Urea,6291,3
7895,Urea,6292,3
7896,Urea,6293,3
7897,Urea,6294,3
7898,Urea,6295,3
7899,Urea,6296,3
7900,Urea,6297,3
7901,Urea,6298,3
7902,Urea,6299,3
7903,Urea,6300,3
7904,Urea,6301,3
7905,Urea,6302,3
7906,Urea,6303,3
7907,Urea,6304,3
7908,Urea,6305,3
7909,Urea,6306,3
7910,Urea,6307,3
7911,Urea,6308,3
7912,Urea,6309,3
7913,Urea,6310,3
7914,Urea,6311,3
7915,Urea,6312,3
7916,Urea,6313,3
7917,Urea,6314,3
7918,Urea,6315,3
7919,Urea,6316,3
7920,Urea,6317,3
7921,Urea,6318,3
7922,Urea,6319,3
7923,Urea,6320,3
7924,Urea,6321,3
7925,Urea,6322,3
7926,Urea,6323,3
7927,Urea,6324,3
7928,Urea,6325,3
7929,Urea,6326,3
7930,Urea,6327,3
7931,Urea,6328,3
7932,Urea,6329,3
7933,Urea,6330,3
7934,Urea,6331,3
7935,Urea,6332,3
7936,Urea,6333,3
7937,Urea,6334,3
7938,Urea,6335,3
7939,Urea,6336,3
7940,Urea,6337,3
7941,Urea,6338,3
7942,Urea,6339,3
7943,Urea,6340,3
7944,Urea,6341,3
7945,Urea,6342,3
7946,Urea,6343,3
7947,Urea,6344,3
7948,Urea,6345,3
7949,Urea,6346,3
7950,Urea,6347,3
7951,Urea,6348,3
7952,Urea,6349,3
7953,Urea,6350,3
7954,Urea,6351,3
